Images,Method_name,Category,Compartment,Fisrt_name,Last_name,Affiliation,Institute_Acronym,Country,Citation,Project,Eq_name,Analysis_date,Categorised_result,Polymer_type_of_particle_original,Eq_specification,Color,Color_original,Shape,Morphology_original,Size_fraction,Size_range_from_μm,Size_range_to_μm,Size_dimension
1-TBj5XDxfGqOUCE2IEf1Yj7sqGyHa0To,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Blue,Blue,Fiber,Fiber,20-212 um,20,212,Nominal
1zy3W4uYnoZNp1xF6OZTCklZ8j7JPvIK6,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
1_hMG1G5W78Kd5lUo-PPYN1ioIokPpPh0,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Red,Red,Fiber,Fiber,20-212 um,20,212,Nominal
100gpM38-tPWuhztqU1iQWlvjIepoTOaj,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
1goYSvxv3lJqVudvS2DQj0egATDvSzp5-,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
1pLrw34NRNwYaYHXTd79wkaPLTXhquFGv,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,1-20 um,1,20,Nominal
1-ePBVlwpEg155jQyWgetbs4fEt1sCMyD,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,20-212 um,20,212,Nominal
1zubv2OByDDFp5QTgqBQyd68qlmy4-tm6,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
1WXhZ6ULCPGgn00anayLcObppQMAS6556,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
1pMT1_jrI_qCWkN7za3mTbL7UiHiyhvac,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Yellow,Yellow,Fiber,Fiber,1-20 um,1,20,Nominal
1212mHHQjuJuFSO9QZywfYxKKnyItdriN,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11BXReq4qFYPwZ9BVY1093wQ01v6rStAm,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
12BidxvSa-6XWrobtfEAJtKeQjJ1dd2Xw,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11D73T24K1AWtza6KDOETRXgBPITmYxEu,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
12GspVmb-t7Z9_I275EK9ucED7mx4CcdU,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1ph_QLws5RWE64KUhX-UacLpnnB4T7klQ,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Red,Red,Fiber,Fiber,1-20 um,1,20,Nominal
11Vs3iwWZnj5vX84jKxCJUvI9MSY8jJzf,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
11OtsGsCe2oWbyT3dsn9oD8UBkjhgCyyt,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
12Dh2U5a7d6jY7Kf-1FlkyYhxeI_zp7H4,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1peJU8ViA2yvl6BwzmmykZyUrUyr_BZY5,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,1-20 um,1,20,Nominal
116fghbuZGwo-2IMSkws7Xy-_tXkmXiJM,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
111vPeyLYZNMvwnpbgDKMO9KrGt86TalL,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11CBSWlAvsC7miDVYr5v63srdnrQzIaxT,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
12GXXq8-EiNn_bWMvPve5WulJW-HaoaK8,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11212yKinI9T_UnCrfjNT3GOdY7ICTQLO,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,CLear,Film,Film,212-500 um,212,500,Nominal
127J3VgtBidKBeHixiNQTrMWKjAjpkDi3,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11R35qZjizrtmkcJmiCbHrCJPvmFNSqDR,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11H4NhWb_CkbOI5Vvhi3eG7SyWMgsT5nU,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11ETUusU7JGTreYAHwYisAQ7gTkNINyU0,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
120mS9vEDo12mZxA2HOaHvSN9H5BJwkrs,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1pRw7FZwcuqoWd5lgP4zFqDPfummSjWWh,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Fragment,Fragment,1-20 um,1,20,Nominal
12LoQX5JD_xnveR3kRJrl1RChpxZbav98,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11igxxPwGDsY0m1yu9ynMXPFL5-Sn6jCe,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1UBHAC-wKh9OkNC-mtMGx6hy_uqfBk20A,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
10Vibc2BLSdZ_BTbhMFq33GgSBzDMGjI2,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
10atF3esU-Qx1gWrQ6lLlhVPU74zYsL3N,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
10F33tNbk95tQw2sbxumjNkwyWTOkgaxP,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
10AlYdmZ9cynBILuSaBZ-30qGnf9deHfu,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Green,Green,Sphere,Sphere,212-500 um,212,500,Nominal
10krAQvrcd8gbAbFuczqGhFZZWrCoF1OG,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Blue,Blue,Fiber,Fiber,20-212 um,20,212,Nominal
1z3X0wudVkds2FEzjiKr0gFOUKcDbgUYq,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
10J0GGVfdQQkzZjezxQ2MYxHuo-1brOBa,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11Z9Jyir-sz4cDWd4pk3x_Q_fVj1QtFgm,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Green,Green,Fragment,Fragment,212-500 um,212,500,Nominal
10kL4BfBPZQveDD-9QW0IavA2tEPsu4L2,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11Ylut_zbhxjO8WSjs4pTOyvxFcamjVoU,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
10oNbSbQMIWK0LXj6jFyHhiIlUrOJ1EZh,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
10rG8MZHR0-YDaxV-VhWT9OzUBR5Yfuhr,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
11YZ0aZwPd3FzRMwR_4lDMb5RpTP9d8zg,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
10iZGesQTrKRcLr2lkL4uOlCeP4Y6e6q3,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1yzWIGfFBwVjVNJSxSo4umTSHCjQa7zIg,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
10o5vWvL9iCB3m_PaAQDC0ql1Yqa4Sq2l,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
10dc-iqKR31Xx1blkb3lVDIwrvCm_DfWu,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1bTbIgrUE3FQZIo2PNbHHRnzoiRb-cGoA,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,20-212 um,20,212,Nominal
11Rr0-isxRwULs5KP9LiJVJCyAets6VYU,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fiber,Fiber,20-212 um,20,212,Nominal
10XZsIbt_SqnVI0uFXrgFOLwTYzgOrPA3,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1zVNPzVJQAW9ff87_qNT9cNVvhlIWfywZ,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,20-212 um,20,212,Nominal
1-4H3107T5A0pxEwPeWCRQWLHMWYy8mA4,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,White,White,Sphere,Sphere,212-500 um,212,500,Nominal
1-DFtYUZ_HaHWhwq6qKVlvtYARY2MERZ8,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Transparent,Clear,Fragment,Fragment,212-500 um,212,500,Nominal
1zPqyc4O050YyW96PgdorHsUilz900zMI,,,,Charles and Gwen,Moore and Lattin,Moore Institute for Plastic Pollution Research,MIPPR,USA,"Lattin and Moore 2020, Interlab Comparison Study Data, Moore Institute for Plastic Pollution Research",Microplastics Image Explorer,Nikon SMZ1270,2020-01-01,NA,NA,60-80x,Red,Red,Fiber,Fiber,20-212 um,20,212,Nominal
